strain	genbank	date	country	region	division	location	length	host	host_type	lineage	authors	date_submitted
PP_004JNRN.1	PP_004JNRN.1	2014-01-13	Germany				14806	Homo sapiens	Human	B.D	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JNQQ.1	PP_004JNQQ.1	2014-01-13	Germany				14806	Homo sapiens	Human	B.D	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JNSL.1	PP_004JNSL.1	2014-02-18	Germany				14806	Homo sapiens	Human	B.D	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JNZ6.1	PP_004JNZ6.1	2014-03-07	Germany				14813	Homo sapiens	Human	B.D.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JNY8.1	PP_004JNY8.1	2014-02-14	Germany				14813	Homo sapiens	Human	B.D.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP04.1	PP_004JP04.1	2014-03-18	Germany				14813	Homo sapiens	Human	B.D.4	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP3Y.1	PP_004JP3Y.1	2014-12-11	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_002LRJX.1	PP_002LRJX.1	2015-01-12	Germany				15278	Homo sapiens	Human	B.D	Jo, W. K.; Schadenhofer, A.; Habierski, A.; Kaiser, F. K.; Saletti, G.; Ganzenmueller, T.; Hage, E.; Haid, S.; Pietschmann, T.; Hansen, G.; Schulz, T. F.; Rimmelzwaan, G. F.; Osterhaus, A. D. M. E.; Ludlow, M.	2021-03-22
PP_004JP4W.1	PP_004JP4W.1	2015-04-15	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP12.1	PP_004JP12.1	2015-01-26	Germany				14813	Homo sapiens	Human	B.D.4	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP9L.1	PP_004JP9L.1	2016-03-10	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP8N.1	PP_004JP8N.1	2016-02-20	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP6S.1	PP_004JP6S.1	2016-02-18	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP7Q.1	PP_004JP7Q.1	2016-02-20	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP5U.1	PP_004JP5U.1	2016-02-10	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JP20.1	PP_004JP20.1	2016-03-10	Germany				14813	Homo sapiens	Human	B.D.4	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPBG.1	PP_004JPBG.1	2018-02-16	Germany				14813	Homo sapiens	Human	B.D.4.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPAJ.1	PP_004JPAJ.1	2018-02-27	Germany				14813	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPCE.1	PP_004JPCE.1	2018-02-19	Germany				14813	Homo sapiens	Human	B.D.4.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPEA.1	PP_004JPEA.1	2018-03-02	Germany				14813	Homo sapiens	Human	B.D.4.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPDC.1	PP_004JPDC.1	2018-02-23	Germany				14813	Homo sapiens	Human	B.D.4.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_002STLD.1	PP_002STLD.1	2019-03-06	Germany				15266	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STMB.1	PP_002STMB.1	2019-03-09	Germany				15266	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STGN.1	PP_002STGN.1	2019-02-18	Germany				15265	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STN9.1	PP_002STN9.1	2019-03-06	Germany				15261	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STP7.1	PP_002STP7.1	2020-02-24	Germany				15257	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SU0K.1	PP_002SU0K.1	2021-10-04	Germany				15265	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUCV.1	PP_002SUCV.1	2021-11-03	Germany				15254	Homo sapiens	Human	B.D.4.1.3	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUQ4.1	PP_002SUQ4.1	2021-12-13	Germany				15270	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SU4B.1	PP_002SU4B.1	2021-10-19	Germany				15270	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUHJ.1	PP_002SUHJ.1	2021-11-15	Germany				15259	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SULC.1	PP_002SULC.1	2021-11-25	Germany				15259	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SU59.1	PP_002SU59.1	2021-10-18	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STYP.1	PP_002STYP.1	2021-09-30	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUP6.1	PP_002SUP6.1	2021-12-01	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SU75.1	PP_002SU75.1	2021-10-21	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002STZM.1	PP_002STZM.1	2021-10-03	Germany				15257	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUJG.1	PP_002SUJG.1	2021-11-17	Germany				15257	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SV1G.1	PP_002SV1G.1	2022-11-07	Germany				15261	Homo sapiens	Human	B.D.4.1.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SVFN.1	PP_002SVFN.1	2022-11-28	Germany				15270	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SV2E.1	PP_002SV2E.1	2022-11-10	Germany				15270	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUVU.1	PP_002SUVU.1	2022-10-27	Germany				15270	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SVKD.1	PP_002SVKD.1	2022-12-02	Germany				15268	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SV74.1	PP_002SV74.1	2022-11-15	Germany				15268	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SVBW.1	PP_002SVBW.1	2022-11-21	Germany				15266	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUXQ.1	PP_002SUXQ.1	2022-11-07	Germany				15266	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUYN.1	PP_002SUYN.1	2022-11-03	Germany				15261	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SVLB.1	PP_002SVLB.1	2022-12-07	Germany				15260	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SVJF.1	PP_002SVJF.1	2022-12-05	Germany				15260	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUR2.1	PP_002SUR2.1	2022-10-04	Germany				15259	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SV58.1	PP_002SV58.1	2022-11-14	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SUZL.1	PP_002SUZL.1	2022-11-07	Germany				15258	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_002SV3C.1	PP_002SV3C.1	2022-11-11	Germany				15257	Homo sapiens	Human	B.D.E.1	Kondgen, S.; Reiche, J.	2024-02-13
PP_004JPNT.1	PP_004JPNT.1	2024-12-19	Germany				14813	Homo sapiens	Human	B.D.4.1.3	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPKZ.1	PP_004JPKZ.1	2024-10-27	Germany				14813	Homo sapiens	Human	B.D.4.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPJ1.1	PP_004JPJ1.1	2024-03-07	Germany				14812	Homo sapiens	Human	B.D.4.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPMV.1	PP_004JPMV.1	2024-12-17	Germany				14817	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPPR.1	PP_004JPPR.1	2024-12-21	Germany				14816	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPVD.1	PP_004JPVD.1	2024-12-30	Germany				14813	Homo sapiens	Human	B.D.E.1.2	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPLX.1	PP_004JPLX.1	2024-12-05	Germany				14813	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPQP.1	PP_004JPQP.1	2024-12-23	Germany				14813	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPTH.1	PP_004JPTH.1	2024-12-27	Germany				14813	Homo sapiens	Human	B.D.E.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPG6.1	PP_004JPG6.1	2024-02-08	Germany				14813	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPUF.1	PP_004JPUF.1	2024-12-30	Germany				14813	Homo sapiens	Human	B.D.E.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPH3.1	PP_004JPH3.1	2024-02-13	Germany				14812	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPRM.1	PP_004JPRM.1	2024-12-25	Germany				14812	Homo sapiens	Human	B.D.E.6	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPSK.1	PP_004JPSK.1	2024-12-26	Germany				14812	Homo sapiens	Human	B.D.E.1.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPF8.1	PP_004JPF8.1	2024-01-15	Germany				14811	Homo sapiens	Human	B.D.E.6	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPZ5.1	PP_004JPZ5.1	2025-01-20	Germany				14816	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPWB.1	PP_004JPWB.1	2025-01-09	Germany				14814	Homo sapiens	Human	B.D.E.1.8	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPY7.1	PP_004JPY7.1	2025-01-15	Germany				14813	Homo sapiens	Human	B.D.E.1	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004JPX9.1	PP_004JPX9.1	2025-01-12	Germany				14813	Homo sapiens	Human	B.D.E.7	Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas	2026-02-10
PP_004C3SJ.1	PP_004C3SJ.1	2011-04-04	Hong Kong				15194	Homo sapiens	Human	B.3	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3TG.1	PP_004C3TG.1	2011-05-27	Hong Kong				15194	Homo sapiens	Human	B.3	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3QN.1	PP_004C3QN.1	2011-03-26	Hong Kong				15203	Homo sapiens	Human	B.D	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3RL.1	PP_004C3RL.1	2011-03-26	Hong Kong				14907	Homo sapiens	Human	B.D	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3NS.1	PP_004C3NS.1	2011-03-20	Hong Kong				15195	Homo sapiens	Human	B.D.1	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3PQ.1	PP_004C3PQ.1	2011-03-20	Hong Kong				14905	Homo sapiens	Human	B.D.1	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C3UE.1	PP_004C3UE.1	2015-06-18	Hong Kong				15203	Homo sapiens	Human	B.D.4.1	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C48L.1	PP_004C48L.1	2023-07-18	Hong Kong				15215	Homo sapiens	Human	B.D.E.1	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_004C4BE.1	PP_004C4BE.1	2023-09-13	Hong Kong				15213	Homo sapiens	Human	B.D.E.1	Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.	2025-10-31
PP_002V88H.1	PP_002V88H.1	2022-11-12	Ireland				15248	Homo sapiens	Human	B.D.4.1.3	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V700.1	PP_002V700.1	2022-12-20	Ireland				15230	Homo sapiens	Human	B.D.4.1.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V87K.1	PP_002V87K.1	2022-11-09	Ireland				15228	Homo sapiens	Human	B.D.4.1.3	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V76N.1	PP_002V76N.1	2022-10-20	Ireland				15251	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V8AD.1	PP_002V8AD.1	2022-11-26	Ireland				15251	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V73U.1	PP_002V73U.1	2022-11-27	Ireland				15251	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V9PK.1	PP_002V9PK.1	2022-11-03	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V7QK.1	PP_002V7QK.1	2022-12-06	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V8JW.1	PP_002V8JW.1	2022-11-24	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V99E.1	PP_002V99E.1	2022-10-20	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V9HX.1	PP_002V9HX.1	2022-10-28	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V8G1.1	PP_002V8G1.1	2022-11-10	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V7AE.1	PP_002V7AE.1	2022-11-27	Ireland				15250	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V6X6.1	PP_002V6X6.1	2022-12-07	Ireland				15249	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V72W.1	PP_002V72W.1	2022-11-22	Ireland				15247	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V95N.1	PP_002V95N.1	2022-09-24	Ireland				15246	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V78J.1	PP_002V78J.1	2022-11-15	Ireland				15245	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V8X4.1	PP_002V8X4.1	2022-10-12	Ireland				15236	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002V9V7.1	PP_002V9V7.1	2022-11-08	Ireland				15236	Homo sapiens	Human	B.D.E.1	Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.	2024-08-06
PP_002XYSL.1	PP_002XYSL.1	2024-12-10	Ireland				15201	Homo sapiens	Human	B.D.4.1.1	Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	2025-05-28
PP_002XYNU.1	PP_002XYNU.1	2024-12-09	Ireland				15201	Homo sapiens	Human	B.D.4.1.1	Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	2025-05-28
