accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	year	metadata_score	lineage_trunc
PP_002VFD0.1	B.D.4.1.1	2020-01-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15180	2024-11-09	PP974185.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9970437524635396			PP974185.1			2020-00R0012	3	0	2020	7.482842343800582	B.D.4
PP_002VF98.1	B.D.4.1.1	2020-01-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974181.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.995072920772566			PP974181.1			2019-R0976	1	1	2020	7.480835221754613	B.D.4
PP_002VFJP.1	B.D.4.1.1	2020-12-16	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974190.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.995072920772566			PP974190.1			2020-R1040	1	1	2020	7.480835221754613	B.D.4
PP_002SDMR.1	B.D.4.1.1	2020-11-30	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15275	2023-11-04	OR666605.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666605.1			RSVB/20200738/BJ/CHN/2020.11.30	0	0	2020	6.488993201683392	B.D.4
PP_002SDKV.1	B.D.4.1.1	2020-10-30	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15275	2023-11-04	OR666603.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666603.1			RSVB/20200700/BJ/CHN/2020.10.30	0	0	2020	6.488993201683392	B.D.4
PP_002SD5Q.1	B.D.4.1	2020-01-13	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15249	2023-11-04	OR666589.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666589.1			RSVB/20200042/BJ/CHN/2020.01.13	0	0	2020	6.487309808999676	B.D.4
PP_002SDHZ.1	B.D.4.1.1	2020-02-19	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15249	2023-11-04	OR666601.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666601.1			RSVB/20200337/BJ/CHN/2020.02.19	0	0	2020	6.487309808999676	B.D.4
PP_002SDAE.1	B.D.4.1.1	2020-01-20	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15247	2023-11-04	OR666594.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666594.1			RSVB/20200079/BJ/CHN/2020.01.20	0	0	2020	6.487180317254775	B.D.4
PP_002SD6N.1	B.D.4.1.1	2020-01-16	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15228	2023-11-04	OR666590.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			OR666590.1			RSVB/20200064/BJ/CHN/2020.01.16	0	0	2020	6.485950145678213	B.D.4
PP_002SDCA.1	B.D.4.1	2020-01-26	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15228	2023-11-04	OR666596.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			OR666596.1			RSVB/20200119/BJ/CHN/2020.01.26	0	0	2020	6.485950145678213	B.D.4
PP_002SD4S.1	B.D.4.1.1	2020-01-09	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15228	2023-11-04	OR666588.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			OR666588.1			RSVB/20200036/BJ/CHN/2020.01.09	0	0	2020	6.485950145678213	B.D.4
PP_002VFB4.1	B.D.E.2	2020-01-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15183	2024-11-09	PP974183.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.997306530022336			PP974183.1			2019-R0897	2	0	2020	7.4830365814179345	B.D.E
PP_002VFKM.1	B.D.E.2	2020-12-28	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15160	2024-11-09	PP974191.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9957955590592563			PP974191.1			2020DC1603	2	0	2020	7.48154742635157	B.D.E
PP_002VFLK.1	B.D.E.2	2020-12-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15150	2024-11-09	PP974192.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9952043095519643			PP974192.1			2019-09R0323	1	0	2020	7.480899967627064	B.D.E
PP_002VF8A.1	B.D.E.2	2020-01-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974180.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.995072920772566			PP974180.1			2019-R1349	2	0	2020	7.480835221754613	B.D.E
PP_002SD7L.1	B.D.E.2	2020-01-19	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15312	2023-11-04	OR666591.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666591.1			RSVB/20200071/BJ/CHN/2020.01.19	0	0	2020	6.491388798964066	B.D.E
PP_002SDNP.1	B.D.E.2	2020-12-01	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15275	2023-11-04	OR666606.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666606.1			RSVB/20200739/BJ/CHN/2020.12.01	0	0	2020	6.488993201683392	B.D.E
PP_002SDE6.1	B.D.E.2	2020-02-11	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15249	2023-11-04	OR666598.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666598.1			RSVB/20200294/BJ/CHN/2020.02.11	0	0	2020	6.487309808999676	B.D.E
PP_002SDG2.1	B.D.E.2	2020-02-17	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15247	2023-11-04	OR666600.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			OR666600.1			RSVB/20200329/BJ/CHN/2020.02.17	0	0	2020	6.487180317254775	B.D.E
PP_002SD9G.1	B.D.E.2	2020-01-20	China		Li, F.; Zhu, Y.; Chen, X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	Homo sapiens	15228	2023-11-04	OR666593.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			OR666593.1			RSVB/20200075/BJ/CHN/2020.01.20	0	0	2020	6.485950145678213	B.D.E
PP_002VFGU.1	B.D.4.1.1	2021-12-20	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15184	2024-11-09	PP974188.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9973722244120352			PP974188.1			2021-09R0138	2	0	2021	7.4831013272903855	B.D.4
PP_002VFHR.1	B.D.4.1.1	2021-12-17	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15183	2024-11-09	PP974189.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9973722244120352			PP974189.1			2021-04R0228	1	0	2021	7.4830365814179345	B.D.4
PP_002VFMH.1	B.D.4.1.1	2021-12-29	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15150	2024-11-09	PP974193.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9880436210747602			PP974193.1			2021-R1824	4	106	2021	7.480899967627064	B.D.4
PP_002VFPD.1	B.D.4.1.1	2021-12-29	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974195.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9358165812639601			PP974195.1			2021-R1831	4	900	2021	7.480835221754613	B.D.4
PP_002VFFW.1	B.D.4.1.1	2021-12-12	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974187.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9949415319931678			PP974187.1			2021-R0695	0	4	2021	7.480835221754613	B.D.4
PP_002X1KX.1	B.D.4.1.1	2021-01-13	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367380.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367380.1			B-21S010	0	0	2021	6.485496924571058	B.D.4
PP_002X1X7.1	B.D.4.1.1	2021-12-22	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367392.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367392.1			B-21S178	0	0	2021	6.485496924571058	B.D.4
PP_002VFEY.1	B.D.E.2	2021-12-29	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15155	2024-11-09	PP974186.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9954013927210617			PP974186.1			2021-R0525	3	0	2021	7.481223696989317	B.D.E
PP_002VFNF.1	B.D.4.1.1	2022-01-06	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974194.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9938904217579819			PP974194.1			2022-R0126	4	16	2022	7.480835221754613	B.D.4
PP_002VFQB.1	B.D.4.1.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974196.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9054657732229667			PP974196.1			2022-R0070	2	1364	2022	7.480835221754613	B.D.4
PP_002VG0R.1	B.D.4.1.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15139	2024-11-09	PP974206.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9938904217579819			PP974206.1			2023-00R0377	2	9	2022	7.480187763030107	B.D.4
PP_002VGA5.1	B.D.E.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974216.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9948101432137696			PP974216.1			2023-01R0918	5	1	2022	7.480835221754613	B.D.E
PP_002VGB3.1	B.D.E.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15147	2024-11-09	PP974217.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9952043095519643			PP974217.1			2023-01R0288	0	0	2022	7.480705730009712	B.D.E
PP_002VG2M.1	B.D.E.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15146	2024-11-09	PP974208.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9940875049270792			PP974208.1			2023-00R0399	2	14	2022	7.480640984137262	B.D.E
PP_002VFWZ.1	B.D.E.1	2022-11-18	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15139	2024-11-09	PP974202.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9946787544343713			PP974202.1			2023-01R0966	0	0	2022	7.480187763030107	B.D.E
PP_002VG5F.1	B.D.4.1.1	2023-11-27	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15139	2024-11-09	PP974211.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9936276441991854			PP974211.1			2023-14R0060	4	11	2023	7.480187763030107	B.D.4
PP_002X1UD.1	B.D.4.1.1	2023-09-14	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367389.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367389.1			B-23S469	0	0	2023	6.485496924571058	B.D.4
PP_004DQVP.1	B.D.E.1	2023-12-01	China	Jilin, Changchun	Song, Z. X.; Sui, L. Y.; Liu, Q.	Jilin University, The First Hospital of Jilin University	Homo sapiens	15196	2025-11-30	PV603866.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9980948626987255			PV603866.1			HT	0	0	2023	7.483878277759793	B.D.E
PP_002VFR9.1	B.D.E.1	2023-11-27	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15187	2024-11-09	PP974197.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9977663907502299			PP974197.1			2023-13R0414	1	0	2023	7.4832955649077375	B.D.E
PP_002VFXX.1	B.D.E.1	2023-12-23	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15185	2024-11-09	PP974203.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9976350019708317			PP974203.1			2023-03R0384	1	0	2023	7.4831660731628356	B.D.E
PP_002VFS7.1	B.D.E.1	2023-12-10	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15179	2024-11-09	PP974198.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9968466692944422			PP974198.1			2023-00R0547	7	0	2023	7.482777597928132	B.D.E
PP_002VFT5.1	B.D.E.1	2023-12-10	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15176	2024-11-09	PP974199.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			PP974199.1			2023-00R0480	4	2	2023	7.48258336031078	B.D.E
PP_002VG1P.1	B.D.E.1	2023-12-03	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15157	2024-11-09	PP974207.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9951386151622651			PP974207.1			2023-05R0289	1	8	2023	7.481353188734218	B.D.E
PP_002VG97.1	B.D.E.1	2023-12-28	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15149	2024-11-09	PP974215.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9949415319931678			PP974215.1			2023-13R0113	3	1	2023	7.480835221754613	B.D.E
PP_002VG89.1	B.D.E.1	2023-12-10	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15147	2024-11-09	PP974214.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9951386151622651			PP974214.1			2023-01R1112	1	0	2023	7.480705730009712	B.D.E
PP_002VG7B.1	B.D.E.1	2023-12-01	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15147	2024-11-09	PP974213.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9950072263828669			PP974213.1			2023-04R0592	3	0	2023	7.480705730009712	B.D.E
PP_002VG3K.1	B.D.E.1	2023-05-16	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15141	2024-11-09	PP974209.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9946130600446722			PP974209.1			2023-02R0716	1	0	2023	7.480317254775008	B.D.E
PP_002VG4H.1	B.D.E.1	2023-12-15	China	Beijing	Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.	Beijing Center for Disease Prevention and Control, Immunological Prevention	Homo sapiens	15140	2024-11-09	PP974210.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9947444488240704			PP974210.1			2023-15R0098	0	0	2023	7.4802525089025576	B.D.E
